Accession	GenbankAcc	Length	Taxid	ProjectID	TaxName	Replicon	Create Date	Update Date
NC_013456.1	CP001805.1	3259580	150340	41601	Vibrio sp. Ex25	chromosome 1	Nov 4 2009	Jun 10 2013  9:57:03:710PM
NC_013457.1	CP001806.1	1829445	150340	41601	Vibrio sp. Ex25	chromosome 2	Nov 4 2009	Jun 10 2013  9:57:23:416PM
NC_013501.1	CP001807.1	3261604	518766	41729	Rhodothermus marinus DSM 4252	chromosome 	Nov 16 2009	Jun 27 2013  8:43:21:953PM
NC_013502.1	CP001808.1	125133	518766	41729	Rhodothermus marinus DSM 4252	plasmid pRMAR01	Nov 16 2009	Jun 27 2013  8:43:30:643PM
NC_013504.1	FN298497.1	1755993	633699	41735	Lactobacillus johnsonii FI9785	chromosome 	Nov 16 2009	Jun 10 2013  9:58:42:306PM
NC_013505.1	FN357112.1	25652	633699	41735	Lactobacillus johnsonii FI9785	plasmid p9785L	Nov 16 2009	Jun  8 2013  2:58:32:683AM
NC_013508.1	CP001135.1	3760463	498217	41819	Edwardsiella tarda EIB202	chromosome 	Nov 19 2009	Jun 27 2013  8:28:59:266PM
NC_013509.1	CP001136.1	43703	498217	41819	Edwardsiella tarda EIB202	plasmid pEIB202	Nov 17 2009	Jun 27 2013  8:29:13:690PM
NC_013510.1	CP001738.1	5639016	471852	41885	Thermomonospora curvata DSM 43183	chromosome 	Nov 19 2009	Jun 10 2013 10:00:14:630PM
NC_013511.1	FP236530.1	665445	347256	41875	Mycoplasma hominis ATCC 23114	chromosome 	Nov 19 2009	Jun 10 2013  9:59:18:406PM
NC_013512.1	CP001816.1	2306351	525898	41861	Sulfurospirillum deleyianum DSM 6946	chromosome 	Nov 18 2009	Jun 10 2013  9:58:58:536PM
NC_013515.1	CP001779.1	1662578	519441	41863	Streptobacillus moniliformis DSM 12112	chromosome 	Nov 19 2009	Jun 10 2013  9:59:53:393PM
NC_013516.1	CP001780.1	10702	519441	41863	Streptobacillus moniliformis DSM 12112	plasmid pSMON01	Nov 18 2009	Jun  8 2013  2:59:39:470AM
NC_013517.1	CP001739.1	4418842	526218	41865	Sebaldella termitidis ATCC 33386	chromosome 	Nov 19 2009	Jun 10 2013  9:59:34:490PM
NC_013518.1	CP001740.1	54160	526218	41865	Sebaldella termitidis ATCC 33386	plasmid pSTERM01	Nov 19 2009	Jun  8 2013  2:59:41:000AM
NC_013519.1	CP001741.1	13648	526218	41865	Sebaldella termitidis ATCC 33386	plasmid pSTERM02	Nov 19 2009	Jun  8 2013  2:59:42:056AM
NC_013520.1	CP001820.1	2132142	479436	41927	Veillonella parvula DSM 2008	chromosome 	Nov 23 2009	Jun 10 2013 10:02:10:533PM
NC_013521.1	CP001819.1	4253413	446469	40845	Sanguibacter keddieii DSM 10542	chromosome 	Nov 23 2009	Jun 10 2013 10:01:46:603PM
NC_013522.1	CP001818.1	1848474	525903	41925	Thermanaerovibrio acidaminovorans DSM 6589	chromosome 	Nov 23 2009	Sep  5 2013 10:36:35:820AM
NC_013523.1	CP001823.1	2741033	479434	41997	Sphaerobacter thermophilus DSM 20745	chromosome 1	Nov 23 2009	Jun 10 2013 10:02:23:630PM
NC_013524.1	CP001824.1	1252731	479434	41997	Sphaerobacter thermophilus DSM 20745	chromosome 2	Nov 25 2009	Jun 10 2013 10:02:51:486PM
NC_013525.1	CP001825.1	2026947	525904	42011	Thermobaculum terrenum ATCC BAA-798	chromosome 1	Nov 25 2009	Jun 10 2013 10:02:41:770PM
NC_013526.1	CP001826.1	1074634	525904	42011	Thermobaculum terrenum ATCC BAA-798	chromosome 2	Nov 23 2009	Jun 10 2013 10:02:34:620PM
NC_013530.1	CP001821.1	3742776	446471	41935	Xylanimonas cellulosilytica DSM 15894	chromosome 	Nov 26 2009	Jun 10 2013 10:03:03:560PM
NC_013531.1	CP001822.1	88604	446471	41935	Xylanimonas cellulosilytica DSM 15894	plasmid pXCEL01	Nov 26 2009	Jun  8 2013  3:10:00:020AM
NC_013532.1	CP001759.1	1206806	574556	42155	Anaplasma centrale str. Israel	chromosome 	Nov 26 2009	Jun 10 2013 10:03:15:856PM
NC_013552.1	CP001827.1	1413462	311424	42393	Dehalococcoides sp. VS	chromosome 	Dec 7 2009	Jun 10 2013 10:03:28:046PM
NC_013592.1	CP001836.1	4818394	590409	42519	Dickeya dadantii Ech586	chromosome 	Dec 11 2009	Jun 10 2013 10:03:44:503PM
NC_013595.1	CP001814.1	10341314	479432	42521	Streptosporangium roseum DSM 43021	chromosome 	Dec 11 2009	Jun 10 2013 10:04:23:726PM
NC_013596.1	CP001815.1	28204	479432	42521	Streptosporangium roseum DSM 43021	plasmid pSROS01	Dec 11 2009	Jul  6 2013  1:40:26:516PM
NC_013597.1	GQ866233.1	43970	683735	41333	Aggregatibacter phage S1249	 	Dec 11 2009	Sep 25 2013  1:36:55:630PM
NC_013642.1	CP001839.1	1809823	590168	42777	Thermotoga naphthophila RKU-10	chromosome 	Dec 18 2009	Jun 10 2013 10:05:02:783PM
NC_013655.1	AP009379.1	122345	431946	42829	Escherichia coli SE15	plasmid pECSF1	Dec 22 2009	Jun  8 2013  3:16:41:993AM
NC_013656.1	CP001834.1	2598144	684738	42831	Lactococcus lactis subsp. lactis KF147	chromosome 	Dec 23 2009	Jun 10 2013 10:05:23:010PM
NC_013657.1	CP001835.1	37510	684738	42831	Lactococcus lactis subsp. lactis KF147	plasmid pKF147A	Dec 22 2009	Jun  8 2013  3:16:43:353AM
NC_013665.1	AP011532.1	2957635	304371	42887	Methanocella paludicola SANAE	chromosome 	Dec 28 2009	Jun 10 2013 10:05:42:160PM
NC_013714.1	CP001750.1	2636367	401473	43091	Bifidobacterium dentium Bd1	chromosome 	Jan 7 2010	Aug 27 2013  9:12:20:653AM
NC_013715.1	AP011540.1	2264603	680646	43093	Rothia mucilaginosa DY-18	chromosome 	Jan 7 2010	Jun 10 2013 10:06:13:156PM
NC_013716.1	FN543502.1	5346659	637910	43089	Citrobacter rodentium ICC168	chromosome 	Jan 12 2010	Aug 27 2013  9:37:18:046PM
NC_013717.1	FN543503.1	54449	637910	43089	Citrobacter rodentium ICC168	plasmid pCROD1	Jan 12 2010	Jun  8 2013  3:19:14:833AM
NC_013718.1	FN543504.1	39265	637910	43089	Citrobacter rodentium ICC168	plasmid pCROD2	Jan 8 2010	Jun  8 2013  3:19:13:560AM
NC_013719.1	FN543505.1	3910	637910	43089	Citrobacter rodentium ICC168	plasmid pCROD3	Jan 7 2010	Jun  8 2013  3:18:07:006AM
NC_013720.1	CP001848.1	6196199	530564	43209	Pirellula staleyi DSM 6068	chromosome 	Jan 12 2010	Jun 10 2013 10:06:34:840PM
NC_013721.1	CP001849.1	1617545	553190	43211	Gardnerella vaginalis 409-05	chromosome 	Jan 12 2010	Jun 27 2013  8:31:31:463PM
NC_013722.1	FP565176.1	3768695	380358	43163	Xanthomonas albilineans GPE PC73	chromosome 	Feb 1 2010	Jun 10 2013 10:14:49:233PM
NC_013729.1	CP001736.1	7579488	479435	43465	Kribbella flavida DSM 17836	chromosome 	Jan 19 2010	Jun 10 2013 10:08:36:030PM
NC_013730.1	CP001769.1	8078757	504472	43413	Spirosoma linguale DSM 74	chromosome 	Jan 19 2010	Jun 10 2013 10:09:40:650PM
NC_013731.1	CP001770.1	189452	504472	43413	Spirosoma linguale DSM 74	plasmid pSLIN01	Jan 16 2010	Jun 10 2013 10:07:58:843PM
NC_013732.1	CP001771.1	146936	504472	43413	Spirosoma linguale DSM 74	plasmid pSLIN02	Jan 16 2010	Jun  8 2013  3:22:26:630AM
NC_013733.1	CP001772.1	36434	504472	43413	Spirosoma linguale DSM 74	plasmid pSLIN03	Jan 16 2010	Jun  8 2013  3:22:27:673AM
NC_013734.1	CP001773.1	9965	504472	43413	Spirosoma linguale DSM 74	plasmid pSLIN04	Jan 16 2010	Jun  8 2013  3:22:28:343AM
NC_013735.1	CP001774.1	8651	504472	43413	Spirosoma linguale DSM 74	plasmid pSLIN05	Jan 16 2010	Jun  8 2013  3:22:28:890AM
NC_013736.1	CP001775.1	7683	504472	43413	Spirosoma linguale DSM 74	plasmid pSLIN06	Jan 16 2010	Jun  8 2013  3:22:29:386AM
NC_013737.1	CP001776.1	7308	504472	43413	Spirosoma linguale DSM 74	plasmid pSLIN07	Jan 16 2010	Jun  8 2013  3:22:29:940AM
NC_013738.1	CP001777.1	6072	504472	43413	Spirosoma linguale DSM 74	plasmid pSLIN08	Jan 16 2010	Jun  8 2013  3:22:30:440AM
NC_013739.1	CP001854.1	6359369	469383	43467	Conexibacter woesei DSM 14684	chromosome 	Jan 19 2010	Jun 10 2013 10:10:34:493PM
NC_013740.1	CP001859.1	2329769	591001	43471	Acidaminococcus fermentans DSM 20731	chromosome 	Jan 19 2010	Jun 10 2013 10:11:08:483PM
NC_013741.1	CP001857.1	1560622	572546	43493	Archaeoglobus profundus DSM 5631	chromosome 	Jan 20 2010	Jun 10 2013 10:11:27:030PM
NC_013742.1	CP001858.1	2801	572546	43493	Archaeoglobus profundus DSM 5631	plasmid pArcpr01	Jan 20 2010	Jun  8 2013  3:28:15:303AM
NC_013743.1	CP001860.1	3889038	543526	43501	Haloterrigena turkmenica DSM 5511	chromosome 	Jan 20 2010	Jun 10 2013 10:11:50:750PM
NC_013744.1	CP001861.1	698495	543526	43501	Haloterrigena turkmenica DSM 5511	plasmid pHTUR01	Jan 20 2010	Jun 10 2013 10:12:10:656PM
NC_013745.1	CP001862.1	413648	543526	43501	Haloterrigena turkmenica DSM 5511	plasmid pHTUR02	Jan 21 2010	Jun 10 2013 10:12:15:466PM
NC_013746.1	CP001863.1	180781	543526	43501	Haloterrigena turkmenica DSM 5511	plasmid pHTUR03	Jan 21 2010	Jun 10 2013 10:12:24:173PM
NC_013747.1	CP001864.1	171943	543526	43501	Haloterrigena turkmenica DSM 5511	plasmid pHTUR04	Jan 21 2010	Jun 10 2013 10:12:25:876PM
NC_013748.1	CP001865.1	71062	543526	43501	Haloterrigena turkmenica DSM 5511	plasmid pHTUR05	Jan 21 2010	Jun  8 2013  3:29:38:206AM
NC_013749.1	CP001866.1	15815	543526	43501	Haloterrigena turkmenica DSM 5511	plasmid pHTUR06	Jan 21 2010	Jun  8 2013  3:29:39:230AM
NC_013757.1	CP001867.1	5322497	526225	43725	Geodermatophilus obscurus DSM 43160	chromosome 	Jan 29 2010	Jun 10 2013 10:13:24:226PM
NC_013766.1	CP001602.1	3032288	653938	43671	Listeria monocytogenes 08-5578	chromosome 	Jan 27 2010	Jun 10 2013 10:12:43:210PM
NC_013767.1	CP001603.1	77054	653938	43671	Listeria monocytogenes 08-5578	plasmid pLM5578	Jan 27 2010	Jun  8 2013  3:30:24:570AM
NC_013768.1	CP001604.1	2999054	637381	43727	Listeria monocytogenes 08-5923	chromosome 	Jan 29 2010	Jun 10 2013 10:13:56:643PM
NC_013769.1	CP001731.1	2722032	425944	43679	Sulfolobus islandicus L.D.8.5	chromosome 	Jan 29 2010	Jun 10 2013 10:14:24:366PM
NC_013770.1	CP001732.1	26615	425944	43679	Sulfolobus islandicus L.D.8.5	plasmid pLD8501	Jan 28 2010	Jun  8 2013  3:30:25:546AM
NC_013771.1	CP001842.1	1443806	713887	43697	cyanobacterium UCYN-A	chromosome 	Jan 29 2010	Jun 10 2013 10:13:01:416PM
NC_013784.1	CP001881.1	37066	264203	45825	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	plasmid pZZM401	Feb 4 2010	Jun  8 2013  3:33:40:433AM
NC_013785.1	CP001882.1	33915	264203	45825	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	plasmid pZZM402	Feb 4 2010	Jun  8 2013  3:33:41:583AM
NC_013786.1	CP001883.1	32801	264203	45825	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	plasmid pZZM403	Feb 4 2010	Jun  8 2013  3:33:42:310AM
NC_013787.1	CP001884.1	32400	264203	45825	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	plasmid pZZM404	Feb 4 2010	Jun  8 2013  3:33:43:193AM
NC_013788.1	CP001885.1	30952	264203	45825	Zymomonas mobilis subsp. mobilis ZM4 = ATCC 31821	plasmid pZZM405	Feb 4 2010	Jun  8 2013  3:33:44:050AM
NC_013790.1	CP001719.1	2937203	634498	45857	Methanobrevibacter ruminantium M1	chromosome 	Feb 9 2010	Jun 10 2013 10:15:28:856PM
NC_013791.2	CP001878.2	3858997	398511	45847	Bacillus pseudofirmus OF4	chromosome 	Feb 5 2010	Jul  6 2013  1:43:21:343PM
NC_013792.1	CP001879.1	285222	398511	45847	Bacillus pseudofirmus OF4	plasmid pBpOF4-01	Feb 9 2010	Jun 10 2013 10:15:35:883PM
NC_013793.1	CP001880.1	105029	398511	45847	Bacillus pseudofirmus OF4	plasmid pBpOF4-02	Feb 5 2010	Jun  8 2013  3:33:51:553AM
NC_013798.1	FN597254.1	2350911	637909	46061	Streptococcus gallolyticus UCN34	chromosome 	Feb 16 2010	Jun 10 2013 10:15:52:386PM
NC_013799.1	AP011112.1	1743135	608538	45927	Hydrogenobacter thermophilus TK-6	chromosome 	Feb 12 2010	Jun 10 2013 10:15:42:790PM
NC_013849.1	CP001899.1	2196266	589924	40863	Ferroglobus placidus DSM 10642	chromosome 	Feb 17 2010	Jun 10 2013 10:16:06:166PM
NC_013850.1	CP001891.1	5458505	640131	42113	Klebsiella variicola At-22	chromosome 	Feb 17 2010	Jun 10 2013 10:16:34:190PM
NC_013851.1	CP001896.1	3526903	572477	46083	Allochromatium vinosum DSM 180	chromosome 	Feb 17 2010	Jun 10 2013 10:16:58:340PM
NC_013852.1	CP001897.1	102242	572477	46083	Allochromatium vinosum DSM 180	plasmid pALVIN01	Feb 17 2010	Jun  8 2013  3:37:59:413AM
NC_013853.1	FN568063.1	2146611	365659	46097	Streptococcus mitis B6	chromosome 	Feb 18 2010	Aug 27 2013  9:12:53:306AM
NC_013854.1	AP010946.1	3311395	137722	46085	Azospirillum sp. B510	chromosome 	Feb 17 2010	Jun 10 2013 10:17:14:206PM
NC_013855.1	AP010947.1	1455109	137722	46085	Azospirillum sp. B510	plasmid pAB510a	Feb 17 2010	Jun 10 2013 10:17:23:746PM
NC_013856.1	AP010948.1	723779	137722	46085	Azospirillum sp. B510	plasmid pAB510b	Feb 17 2010	Jun 10 2013 10:17:28:536PM
NC_013857.1	AP010949.1	681723	137722	46085	Azospirillum sp. B510	plasmid pAB510c	Feb 17 2010	Jun 10 2013 10:17:31:043PM
NC_013858.1	AP010950.1	628837	137722	46085	Azospirillum sp. B510	plasmid pAB510d	Feb 17 2010	Jun 10 2013 10:17:34:393PM
NC_013859.1	AP010951.1	537299	137722	46085	Azospirillum sp. B510	plasmid pAB510e	Feb 17 2010	Jun 10 2013 10:17:36:823PM
NC_013860.1	AP010952.1	261596	137722	46085	Azospirillum sp. B510	plasmid pAB510f	Feb 17 2010	Jun 10 2013 10:17:38:856PM
NC_013861.1	FN650140.1	4077332	661367	46099	Legionella longbeachae NSW150	chromosome 	Feb 18 2010	Jun 10 2013 10:17:47:473PM
NC_013862.1	CP001898.1	39929	572477	46083	Allochromatium vinosum DSM 180	plasmid pALVIN02	Feb 17 2010	Jun  8 2013  3:39:34:393AM
NC_013887.1	CP001901.1	1760939	644281	42499	Methanocaldococcus sp. FS406-22	chromosome 	Feb 21 2010	Jun 10 2013 10:18:13:336PM
NC_013888.1	CP001902.1	12197	644281	42499	Methanocaldococcus sp. FS406-22	plasmid pFS01	Feb 21 2010	Jun  8 2013  3:41:37:046AM
NC_013889.1	CP001905.1	2744800	396595	46181	Thioalkalivibrio sp. K90mix	chromosome 	Feb 21 2010	Jun 10 2013 10:18:26:486PM
NC_013890.1	CP001924.1	1360154	633145	42115	Dehalococcoides sp. GT	chromosome 	Feb 22 2010	Jun 10 2013 10:18:38:390PM
NC_013891.1	FN557490.1	2797636	683837	46215	Listeria seeligeri serovar 1/2b str. SLCC3954	chromosome 	Feb 22 2010	Jun 10 2013 10:18:47:790PM
NC_013892.1	FN667741.1	4225498	406818	46345	Xenorhabdus bovienii SS-2004	chromosome 	Mar 3 2010	Aug 27 2013  9:23:08:320AM
NC_013893.1	CP001837.1	2658366	698737	46233	Staphylococcus lugdunensis HKU09-01	chromosome 	Feb 24 2010	Aug 28 2013 10:22:13:096AM
NC_013894.1	CP001931.1	1500577	638303	46231	Thermocrinis albus DSM 14484	chromosome 	Feb 24 2010	Jun 10 2013 10:19:20:656PM
NC_013895.2	CP001850.2	1809746	699246	46219	Clostridiales genomosp. BVAB3 str. UPII9-5	chromosome 	Feb 23 2010	Jul  6 2013  1:44:05:570PM
NC_013921.1	CP001936.1	2451061	580331	46241	Thermoanaerobacter italicus Ab9	chromosome 	Feb 25 2010	Jun 10 2013 10:19:42:776PM
NC_013922.1	CP001932.1	3751858	547559	46245	Natrialba magadii ATCC 43099	chromosome 	Feb 25 2010	Jun 10 2013 10:19:58:026PM
NC_013923.1	CP001933.1	378348	547559	46245	Natrialba magadii ATCC 43099	plasmid pNMAG01	Feb 25 2010	Jun 10 2013 10:20:13:966PM
NC_013924.1	CP001934.1	254950	547559	46245	Natrialba magadii ATCC 43099	plasmid pNMAG02	Mar 2 2010	Jun 10 2013 10:20:25:363PM
NC_013925.1	CP001935.1	58487	547559	46245	Natrialba magadii ATCC 43099	plasmid pNMAG03	Feb 25 2010	Jun  8 2013  3:47:10:553AM
NC_013926.1	CP001941.1	1486778	439481	43333	Aciduliprofundum boonei T469	chromosome 	Feb 25 2010	Jun 10 2013 10:20:20:903PM
NC_013928.1	AP010655.1	2013587	511691	46353	Streptococcus mutans NN2025	chromosome 	Mar 5 2010	Aug 27 2013  9:37:54:613PM
NC_013929.1	FN554889.1	10148695	680198	46531	Streptomyces scabiei 87.22	chromosome 	Mar 11 2010	Jun 10 2013 10:21:24:603PM
NC_013930.1	CP001906.1	240256	396595	46181	Thioalkalivibrio sp. K90mix	plasmid pTK9001	Mar 2 2010	Jun 10 2013 10:20:26:993PM
NC_013939.1	AP011529.1	2234389	639282	46653	Deferribacter desulfuricans SSM1	chromosome 	Mar 19 2010	Jun 10 2013 10:22:06:930PM
NC_013940.1	AP011530.1	308544	639282	46653	Deferribacter desulfuricans SSM1	plasmid megaplasmid pDF308	Mar 19 2010	Jun 10 2013 10:22:14:230PM
NC_013941.1	CP001846.1	5386352	701177	46655	Escherichia coli O55:H7 str. CB9615	chromosome 	Mar 19 2010	Aug 28 2013 10:22:38:900AM
NC_013942.1	CP001847.1	66001	701177	46655	Escherichia coli O55:H7 str. CB9615	plasmid pO55	Mar 19 2010	Jun  8 2013  3:53:39:193AM
NC_013943.1	CP001968.1	3222077	522772	46657	Denitrovibrio acetiphilus DSM 12809	chromosome 	Mar 19 2010	Jun 10 2013 10:22:54:260PM
NC_013946.1	CP001743.1	3097457	504728	46661	Meiothermus ruber DSM 1279	chromosome 	Mar 22 2010	Jun 10 2013 10:23:16:043PM
NC_013947.1	CP001778.1	6841557	446470	46663	Stackebrandtia nassauensis DSM 44728	chromosome 	Mar 22 2010	Jun 10 2013 10:23:46:773PM
NC_013948.1	FP671138.1	1006702	2110	46679	Mycoplasma agalactiae	chromosome 	Mar 22 2010	Jun 10 2013 10:24:17:003PM
NC_013949.1	FN555004.1	1578097	679897	46647	Helicobacter mustelae 12198	chromosome 	Mar 19 2010	Jun 10 2013 10:21:54:766PM
NC_013954.1	FP928999.1	2590	634499	40659	Erwinia pyrifoliae Ep1/96	plasmid pEP2.6	Mar 26 2010	Jun  8 2013  3:57:33:836AM
NC_013956.2	CP001875.2	4703373	706191	46807	Pantoea ananatis LMG 20103	chromosome 	Mar 26 2010	Jul  6 2013  1:45:38:590PM
NC_013957.1	FN434114.1	28259	665029	46839	Erwinia amylovora CFBP1430	plasmid pEA29	Mar 26 2010	Jun  8 2013  3:58:18:023AM
NC_013958.1	CP001799.1	65833	472759	46803	Nitrosococcus halophilus Nc 4	plasmid pNHAL01	Mar 26 2010	Jun  8 2013  3:58:16:790AM
NC_013959.1	CP001965.1	3003656	580332	46801	Sideroxydans lithotrophicus ES-1	chromosome 	Mar 26 2010	Jun 10 2013 10:24:57:383PM
NC_013960.1	CP001798.1	4079427	472759	46803	Nitrosococcus halophilus Nc 4	chromosome 	Mar 29 2010	Jun 10 2013 10:26:06:730PM
NC_013961.1	FN434113.1	3805573	665029	46839	Erwinia amylovora CFBP1430	chromosome 	Mar 29 2010	Aug 27 2013 10:07:33:796PM
NC_013962.1	CP001086.1	7737	515618	46841	Candidatus Riesia pediculicola USDA	plasmid pPAN	Mar 29 2010	Jun  8 2013  3:59:59:833AM
NC_013964.1	CP001953.1	437906	309800	46845	Haloferax volcanii DS2	plasmid pHV3	Mar 29 2010	Jun 10 2013 10:26:23:843PM
NC_013965.1	CP001954.1	6359	309800	46845	Haloferax volcanii DS2	plasmid pHV2	Mar 29 2010	Jun  8 2013  4:00:08:963AM
NC_013966.1	CP001955.1	635786	309800	46845	Haloferax volcanii DS2	plasmid pHV4	Mar 30 2010	Jun 10 2013 10:26:27:873PM
NC_013967.1	CP001956.1	2847757	309800	46845	Haloferax volcanii DS2	chromosome 	Mar 30 2010	Jun 10 2013 10:26:42:310PM
NC_013968.1	CP001957.1	85092	309800	46845	Haloferax volcanii DS2	plasmid pHV1	Mar 30 2010	Jun  8 2013  4:01:06:310AM
NC_013971.1	FN666575.1	3805874	716540	46943	Erwinia amylovora ATCC 49946	chromosome 	Apr 1 2010	Aug 28 2013  6:36:35:156PM
NC_013972.1	FN666576.1	28243	716540	46943	Erwinia amylovora ATCC 49946	plasmid 1	Apr 2 2010	Jun 10 2013  1:14:12:690PM
NC_013973.1	FN666577.1	71487	716540	46943	Erwinia amylovora ATCC 49946	plasmid 2	Apr 2 2010	Jun 10 2013  1:14:13:423PM
NC_013974.1		4178227	699032	46871	Clostridium difficile BI9	chromosome 	Mar 31 2010	Jun 10 2013 10:26:56:226PM
NC_014000.1	CP000118.1	37151	240292	58043	Anabaena variabilis ATCC 29413	chromosome 	Apr 1 2010	Jun  8 2013  4:01:42:193AM
NC_014002.1	CP001994.1	2012424	547558	47313	Methanohalophilus mahii DSM 5219	chromosome 	Apr 12 2010	Jun 10 2013 10:29:33:256PM
NC_014004.1	CP001981.1	243933	641892	47075	Candidatus Sulcia muelleri DMIN	chromosome 	Apr 7 2010	Jun 10 2013 10:27:22:810PM
NC_014005.1	AP010806.1	31776	452662	47077	Sphingobium japonicum UT26S	plasmid pUT1	Apr 7 2010	Jun  8 2013  4:01:50:223AM
NC_014006.1	AP010803.1	3514822	452662	47077	Sphingobium japonicum UT26S	chromosome 1	Apr 7 2010	Jun 10 2013 10:27:35:543PM
NC_014007.1	AP010805.1	190974	452662	47077	Sphingobium japonicum UT26S	plasmid pCHQ1	Apr 7 2010	Jun 10 2013 10:27:48:636PM
NC_014008.1	CP001998.1	3750771	583355	47079	Coraliomargarita akajimensis DSM 45221	chromosome 	Apr 7 2010	Jun 10 2013 10:27:57:966PM
NC_014009.1	AP010807.1	5398	452662	47077	Sphingobium japonicum UT26S	plasmid pUT2	Apr 7 2010	Jun  8 2013  4:03:22:373AM
NC_014010.1	CP001751.1	2753527	488538	47081	Candidatus Puniceispirillum marinum IMCC1322	chromosome 	Apr 7 2010	Jun 10 2013 10:28:15:760PM
NC_014011.1	CP001997.1	1980592	572547	47083	Aminobacterium colombiense DSM 12261	chromosome 	Apr 7 2010	Jun 10 2013 10:28:32:826PM
NC_014012.1	AP011177.1	4962103	637905	47085	Shewanella violacea DSS12	chromosome 	Apr 7 2010	Jul  6 2013  1:46:53:403PM
NC_014013.1	AP010804.1	681892	452662	47077	Sphingobium japonicum UT26S	chromosome 2	Apr 7 2010	Jul  6 2013  1:47:19:320PM
NC_014014.1	CP001991.1	934379	512564	47087	Mycoplasma crocodyli MP145	chromosome 	Apr 7 2010	Jul  6 2013  1:47:31:870PM
NC_014017.1	CP001594.1	68342	637386	47317	Yersinia pestis Z176003	plasmid pCD1	Apr 12 2010	Jun  8 2013  4:08:21:596AM
NC_014019.1	CP001983.1	5097129	545693	15862	Bacillus megaterium QM B1551	chromosome 	Apr 12 2010	Jun 10 2013 10:29:53:756PM
NC_014022.1	CP001595.1	94251	637386	47317	Yersinia pestis Z176003	plasmid pMT1	Apr 12 2010	Jun  8 2013  4:09:36:573AM
NC_014023.1	CP001990.1	164406	545693	15862	Bacillus megaterium QM B1551	plasmid pBM700	Apr 12 2010	Jun 10 2013 10:30:56:356PM
NC_014025.1	CP001988.1	66985	545693	15862	Bacillus megaterium QM B1551	plasmid pBM500	Apr 12 2010	Jun  8 2013  4:11:30:663AM
NC_014026.1	FP565810.1	11229	761659	47323	Salinibacter ruber M8	plasmid pSR11	Apr 12 2010	Jun  8 2013  4:11:26:963AM
NC_014027.1	CP001596.1	9609	637386	47317	Yersinia pestis Z176003	plasmid pPCP1	Apr 12 2010	Jun  8 2013  4:11:32:486AM
NC_014028.1	FP565811.1	56529	761659	47323	Salinibacter ruber M8	plasmid pSR56	Apr 12 2010	Jun  8 2013  4:09:37:580AM
NC_014029.1	CP001593.1	4553586	637386	47317	Yersinia pestis Z176003	chromosome 	Apr 12 2010	Jun 10 2013 10:30:22:353PM
NC_014030.1	FP565812.1	61373	761659	47323	Salinibacter ruber M8	plasmid pSR61	Apr 12 2010	Jun  8 2013  4:10:40:110AM
NC_014031.1	CP001989.1	99694	545693	15862	Bacillus megaterium QM B1551	plasmid pBM600	Apr 12 2010	Jun  8 2013  4:10:41:853AM
NC_014032.1	FP565814.1	3619447	761659	47323	Salinibacter ruber M8	chromosome 	Apr 12 2010	Jun 10 2013 10:30:45:966PM
NC_014033.1	CP002006.1	3619559	264731	47507	Prevotella ruminicola 23	chromosome 	Apr 14 2010	Jun 10 2013 10:31:44:633PM
NC_014034.1	CP001312.1	3738958	272942	47509	Rhodobacter capsulatus SB 1003	chromosome 	Apr 14 2010	Jun 10 2013 10:32:00:776PM
NC_014035.1	CP001313.1	132962	272942	47509	Rhodobacter capsulatus SB 1003	plasmid pRCB133	Apr 14 2010	Jun  8 2013  4:15:00:423AM
NC_014039.1	CP001977.1	2495334	553199	48071	Propionibacterium acnes SK137	chromosome 	Apr 23 2010	Jun 10 2013 10:32:36:490PM
NC_014041.1	CP001650.1	5128187	655815	48073	Zunongwangia profunda SM-A87	chromosome 	Apr 23 2010	Jun 10 2013 10:32:55:130PM
NC_014098.1	CP002017.1	3384766	562970	48361	Kyrpidia tusciae DSM 2912	chromosome 	May 4 2010	Jun 10 2013 10:34:17:320PM
NC_014103.1	CP001982.1	5097447	592022	48371	Bacillus megaterium DSM 319	chromosome 	May 4 2010	Jun 27 2013  8:17:17:130PM
NC_014106.1	FN692037.1	2043161	748671	48359	Lactobacillus crispatus ST1	chromosome 	May 4 2010	Aug 27 2013  9:38:19:630PM
NC_014107.1	CP001919.1	199562	716541	48363	Enterobacter cloacae subsp. cloacae ATCC 13047	plasmid pECL_A	May 4 2010	Jul 22 2013  5:39:11:793PM
NC_014108.1	CP001920.1	84653	716541	48363	Enterobacter cloacae subsp. cloacae ATCC 13047	plasmid pECL_B	May 4 2010	Jul 22 2013  5:39:13:476PM
NC_014109.1	CP001085.1	574390	515618	46841	Candidatus Riesia pediculicola USDA	chromosome 	May 4 2010	Aug 27 2013  9:38:02:960PM
NC_014121.1	CP001918.1	5314581	716541	48363	Enterobacter cloacae subsp. cloacae ATCC 13047	chromosome 	May 17 2010	Jul 22 2013  5:49:22:086PM
NC_014122.1	CP002009.1	1328194	573063	48803	Methanocaldococcus infernus ME	chromosome 	May 17 2010	Jun 10 2013 10:36:21:266PM
